comment,comment_length
"simplenya, kereta tidak bisa tiba2 belok spt mobil. butuh radius yang besar u menikung, semakin tinggi kecepatannya, semakin besar radius yg dibutuhkan. LRT di posisi itu terbatas oleh ketersediaan lahan, bukan masalah besaran dana yg dikeluarkan, ada banyak aturan teknis yang harus dipenuhi, untuk memenuhi rencana kecepatan. jika terbntur msalah lahan, maka mau tidak mau harus terdapat penyesuaian, dalam hal ini kecepatan yg harus diturunkan, trjadi taspat. jika dinilai salah, silahkan utarakan yg benarnya seperti apa...",527
Pengalaman &quot;berharga&quot; buat rencana design kereta cepat Jakarta Surabaya. Juga jerat hutang oleh cina selama 30 tahun.,127
😂😂😂,3
Gak apa2..dukung anak bangsa,28
"Seperti gak pernah sekolah, sy aja bisa  bangun klu tanpa perhitungan..",71
"Bukan salah disain woi .... Itu memang kondisinya sulit, yg disain engineer kita yg org bule aja nggak sanggup. Melengkung ttp bentangannya panjang",147
Tolol dipelihara...kan ada simulasi sistem sebelum dibangun,59
"Sirkuit aja kl sudut kemiringan sebuah tikungan tidak sesuai maka banyak timbul protes dr pembalap, di MotoGP, F1, jg balapan lainnya, kalo gak segera dikoreksi bisa berujung di banned dari kalender balapan.",207
Yang salah itu kenapa dibangun di jawa. Daerah lain juga butuh KAI.,67
Kok arkitek &amp; engineernya bljr di mana sih. Kok kabur sblm dpt ijazahnya...😂😅😅😂😊,84
"Negara ini emang masalah dari sudut perancangan... Buru buru diteruskan dan akhirnya menerima akibat yang mengecewakan. LRT, IKN, BANDARA, KERETA CEPAT WHOOSH.",159
kalau salah desain kenapa di luluskan porjek ni.kan ke bodoh !,62
Sesat,5
Jokosu,6
"Bikin konten asal bikin, gak crosscheck dulu?",45
Koq bisa? Masih nanya??? 😂😂😂😂,29
Biasa lah biaya nya kan d kurang in sampe di pelaksana pembangunannya.  <br><br>Semua proyek begitu...<br><br>Makanya di bilang wajar aj kl sdh sampai lapangan <br><br><br>Kanker nya di semua pembangunan,203
Nanya ke jokowi😂😂 dia mah g tau apa apa taunya cuman meresmikan😂😂,65
Menurutku admin konten ini tidak paham dan hanya mencari exposure semata. Bahkan dengan menggadaikan fakta. Miris,113
Hahh 32.5 T,11
Kok bisa???,11
Semoga allah beri hidayah kepada jokowi dan semua pejabat,57
Siapa yang komen.? Tahu engga orang ini soal safety.?<br>Memangnya baju kekecilan ?<br>Ini kan sudah pernah dibicarakan/ di diskusikan<br>Bodoh banget orang yang baru komen sekarang....!,186
Ada hubungannya dengan korupsi?<br>Saya nanya.,46
pekbangunan LRT tidak ada mnnfaatnya untuk org miskin.. hnya segelintir org yg mnikmatinya...<br><br>it semua d bangun dari uang pajak.. ketika ingin kenikmati hasilnya harus bayar... kan taikk,193
Mending ini drpd flyover di India yg belok dgn sudut 90°,56
Penyebar video ini apakah bisa dipidanakan?,43
Dislike... Sudah dibahas sebelumnya.. bukan salah desain tapi memang permintaan untuk menghemat anggaran. ini kok bisa videonya muncul lagi.,140
"Bahasa halusnya salah design, secara logis kalau suatu proyek besar segala hitungan, biaya sdh direncanalan &amp; diperhitungkan. Malu kale... 😂😂😂",146
Wajar aja jidat kau‼️,21
Yg dpt penghargaan siapa yg repot sopir kreta ny😂,49
Joko Joko gimanaaaaa nanti akherat mu,37
"Ngak boleh ada kesalahan, kalau 1 x salah itu di pakai ratusan tahun. Yang berarti ada kemungkinan 1 : 1.000.000 akan ada kesalahan lainnya yang mengakibatkan LRTnya suatu hari mental dari rail dan siap siap jumlah korban akan berjatuhan dan berita ini akan muncul. Dan mungkin sudah telah puluhan tahun. <br><br>Ini namanya mainin nyawa.",338
"Wajar, Indonesia baru pertama punya proyek lrt.<br><br>Wajar juga sih, krn baru pertama Indonesia punya Presiden kayak gini😂😂😂😂😂😂",129
"Setelah dibangun baru ketahuan...<br><br>INDONESIA PUNYA KAMPUS TEKNIK HEBAT2, LULUSANNYA HEBAT2<br><br>TRUS PEJABATNYA SADAR SETELAH DIBANGUN??????<br><br>GATAU HARUS NGOMONG APA!!!!",183
"akan jadi bencana besar dimasa depan, liat aja",46
I studied engineering at UTM. What I learned is that there is no such thing as wrong design. It is either bad design and good design.,133
Matematikanya dulu kekmana,26
padahal di gambar perencanaan belok 90 derajat. bukan melengkung gitu. 😂,72
Proyek cacat (bagi2 angpao). 😂😂😂,32
Hitung derajat aje masih salah hadeh,36
"Sebagai orang teknik yg sering naik LRT, bagi saya keberadaan jembatan punya banyak batasan secara tata ruang, memperlambat kecepatan demi keselamatan perjalanan mnurut saya bukan masalah toh occupancy LRT tidak sebesar KRL dan MRT<br><br>Sebagai penumpang biasa LRT, saya rasa memperlambat kecepatan juga membuat penumpang dapat menikmati view gedung2 tinggi di segitiga emas lebih lama, karena LRT juga moda transportasi publik yg punya view terbaik di Jakarta, mengalahkan MRT dan Whoosh",490
Percuma ada insinyur di proyek itu,34
Wajar? Lu kira main the simscity,32
"gak ada yg salah, kalo memang harus diturunkan kecepatannya ya diturunkan, setelah lewat jembatan kecepatan dinormalkan kembali, kan kereta ini juga sudah computerize....  apa bedanya sih sama kecepatan yg harus diturunkan saat kereta mau masuk stasiun??",254
"Affliatenya ganggu, di tengah sekalian wkwk",43
Bp Mulyono raja tipu tipu,25
"Menurut saya sebagai masyarakat awam, selama masih bisa dipakai, dan kereta tetap aman, berarti ya sukses, meskipun harus ngurangi kecepatan jadi 20 Km/jam saja. Ngurangi kecepatan juga suatu bentuk safety kan",209
"Dari sisi konstruksi makin kecil sudut atau radius lengkung itu semakin rumit dan tentunya lbh keren (krna adv), tapi dari fungsional tentunya ada kecepatan yg perlu dikurangi dan harus ada counter untuk gaya sentrifugal (dorong ke arah luarnya). Yg paling oke memang yg normal2 aja biar sama2 enak 😂👌",301
"Yang buat konten buzzer yang komen juga buzzer, ada apa sieeechh... 🤣😂😝🤮",72
Itu namanya GAGAL DESAIN .. memalukan,37
AMATIRAN,8
Menurut saya juga karena LRT Jabodebek memakai lebar sepur standar 1435 mm yang otomatis membutuhkan sudut kemiringan yang lebih besar. Padahal selama ini kita lebih terbiasa menggunakan lebar sepur Cape 1067 mm yang sudut kemiringannya lebih kecil. Mungkin ini ada pengaruhnya juga.,283
"inilah bedanya isinyur jawa hasil termul dan cina asli, kalian koar2 tidak mau cina yang sudah jelas2 memegang penuh ilmu dan teknologi untuk di terapkan disini atas perintahr raja jawa tapi rakyat wahabi menentang keras karena ego sosisalnya tinggi sekali.<br><br>selamat anda mendapat hasil sampah dan tidak berguna sesuai anggaran dimana malaysia yang mempercayai warga cina dapat membangun kotanya JAUH lebih beradab dari jawanesia",435
Yg komen negatif pasti bukan engineer ato teknik sipil 😂,56
"Gak ada yg namanya salah design min. Kalo sudah terbangun udah gak mungkin salah design karena sudah disetujui semua stakeholders. <br>Yg ada itu adalah kekurangan sudut belok (R).<br>Sekali lagi, bukan salah design.",216
Perancanaan tidak diteliti....,30
Ini akan tidak wajar kalau di luar negeri<br>Tapi kalau di Indonesia ini sangat wajar,85
"Jangan di biasakan memaklumi/mewajarkan kesalhan walaupun itu kecil apalagi tuk kepentingan umum ,,, apalagi jg dng dana yg tdk kecil ,, Intinya Jangan buang2 wkt ,,jangan buang2 dana ,, perencanaan hrs matang ,,",212
Proyek LRT pertama bukannya di sumsel ya?😅,42
Dapat penghargaan eh ternyata desainnya gagal<br><br>Cuma di Indonesia yang bisa gini😅,86
Rekor muri itu sindiran,23
"Njir gw kira, game bangun kota dari steam, ternyata dunia nyata",63
"Banyak PR dri kepemimpinan sebelumnya, terdelusi oleh pemimpin suka blusukan",76
Trs disainya mau kya gmna.?,27
Tidak ada koordinasi dari pihak desain dan KAI demi cuan,56
Kayaknya kecepatan BTS Bangkok pas lewat arch juga segitu. Apa salah design juga. Mungkin kecepatannya dijaga segitu demi keselamatan.,134
Perlu di pertanyakan nih juri muri nya,38
bangun 1000 lrt di indonesia. kesalahan ini jadi tinggal nama. masa salah sekali terus minder? bangun terus <br>salah lagi ga papa yang penting maju terus belajar dari kesalahan.<br><br>nobody is perfect,203
"Nah, sekarang mana orang yang sering teriak kalo matematika yg dipake di dunia nyata cuman tentang operasi sederhana 😂",118
"Sekiranya design speedsnya 20km/jam , aduh berat min speednya terlalu rendah , alignmentnya mau dapat anugerah tekungan😅😅",121
"Gimana dikata salah, designnya hanya dibuat architect saja ke, insiniornya nyak bilang ka berapa design speed nya😂😊😊",116
Masih mending lah daripada yg di endia😂,39
Korupsi Jokowi <br>Jepang aja pertama kali buat langsung benar.. sejak awal tidak niat,86
Kalo ga bilang salah design ga bikin orng emosi. Skrg bikin video banyak hanya mau cepet bikin orang panas tapi tidak mau kasih pendapat dari semua sisi.,153
"Jika masih bisa digunakan dengan baik dan tidak membahayakan walau dengan catatan, ya harusnya ini jadi pelajaran penting, pertama kali membuat proyek lrt sendiri, jika masih ada cacat sedikit toleransi sebuah pengalaman pertama, selagi tidak berbahaya.",253
prahhhhhhhh,11
Bisa di akalin dengan cara relnya sedikit di miringkan seperti rel kereta jarak jauh,84
"Saya gak akan komen apa, faktanya LRT jalannya kaya keong, jadi gak salah sama desain jembatan lengkung tsb,",108
Wajar? 😂,8
Ngerjainnya asal,16
Janganlah memposting hal2 yg sudah lama dibahas dan sudah sangat baik....,73
Itu sudah diperhitungkan dari segala aspek baik teknis maupun non teknis....,76
Min bedain LRT Jakarta sama LRT Jabodebek,41
Ini bukan salah desain ya. Memang sengaja didesain seperti itu karena keterbatasan ruang mengingat berada di wilayah perkotaan. Bahkan yang mendesain jalur lrt tersebut menjadi seorang perempuan Indonesia pertama yang mendesain jalur elevated kereta api❤,254
"Kalo buat project teledor ya mampus saja, buat bendungan salah hitung bisa ambrol. Kok gila amat. Emang malam pertama salah lokasi? 😢",133
Di korupsi kale ah 😂,20
Karena yg design BUMN 😂😂😂 isinya sampah smua,44
Iq cimpanzi 58 di pilih jadi pemerintah yg pilih iq cimpanzi juga negeri jadi kebun binatang malah sibuk urus negara tetangga sedangkan negeri sendiri amburadul demo kerana tidak cukup makan 😂😂😂,194
Kalau gak punya ijazah ya jelas salah design.,45
"Justru pertama ini bukan digarap pemula hadeh harus jadi yang sempurna, kai gak 1 atau 2 kali bangun rel, kerja sama juga dnegan china bisa salah malah wajar",157
Yang ptg komisi mega proyeknya,30
Yg design adalah designer ijazah palsu,38
Udah jadi beban negara salah lagi se sampah ini ni orang seenak nya ngambur ngambur in duwit rakyat,99
JOKOWI JOKOWI KARMA MENUNGGUMU,30
"Masih bagus sampe jadi tuh proyek lrt. Liat noh tugu tiang monorel bejejer di senayan, jadi enggak yang ada cuma ngerusak pemandangan kota doang.",145
Wajar lah. Monyet dikasih jabatan ya gitu....,45
Wajar sih biasanya juga kalo kerja tanpa rencana tinggal minta basa basi pembenaran 😂,85
Setelah dibangun baru ketahuan..? wajar aja.. ?<br>20km/hr aduh gila.. try &amp; error,86
Semua kereta cepat kan memang harus mengurangi kecepatan di belokan,67
"anak Teknik perkeretaapian siapapun sharing dong infonya. kenapa sih lrt kalau masuk stasiun itu ga bisa normal brake? kaya harus pelan dulu 20 km/h dari jauh. baru ngerem. menurut gw sih ya, menurut gw nih, ga menyalahkan pihak manapun. itu terlalu lambat untuk operasional...",277
Tae,3
"Gw bukan orang teknik, tapi lebih kepada pertanyaan Jokowi bilang mewajarkan hal hal itu. Mau sampai kapan bangsa ini mewajarkan sesuatu yang keliru. Jika soal bangunan saja diwajarkan apalagi soal birokrasi di negara ini. 🤷🏻‍♂️",228
Kadang aesthetic berbanding terbalik dengan kenyamanan,54
"Same as the stadium in North Jakarta and seemingly every other major project here. Build now, think later",105
Karena ngejar deadline buat jd cuan,35
Sudut nya kekecilan karena supaya bisa potong biaya… atau korupsi,65
😂😂😂😂,4
Indo ini kurang orang pinter yaa?,33
Mari kita dangdutan dulu ya pak..yeeahhhh💃💃💃,44
LRT Malaysia 80kmh,18
Jokowi bilang wajar. Ampun deh...,33
Dipenalti seumur hidup aja tu kontraktor. Kebiasaan deh,55
Salahin rejim,13
"Masalah ini sudah pernah dibahas panjang lebar. Bukan salah design, tapi karena keterbatasan ruang (terkait dg pembebasan lahan). Design radius belokan disesuaikan dgn lahan yang tersedia, dibuat lebih kecil sehingga timbul kecepatan rencananya yang harus diturunkan.",267
"Gua ngerasain pas belokan itu, keretanya ngegeter njir, padahal pelan",69
Arsitek semena² + dpt penghargaan<br><br>Org² teknik sipil yg kerja keras 😄,75
Knp nggak di rombak lagi sih ? Klw di rombak kyknya lebih banyak untung nya drpd kerugian nantinya. <br><br>Masak hrs tetap yg seperti sangat +62 sekale ??? lebih memilih dibiarkan saja drpd biaya mahal (wlwpun cm segitu).,222
"Kalo yang di palembang apa namanya??LRT bukan?? Yang di bangun duluan Palembang Bukan Jakarta , Berarti Jakarta yang ke 2 dong😂😂 Jokowi ngibul aja",146
20 km/h  lewat tikungan nggk ada 5menit. Nggk usah di bikin ribut. <br>Selama nggk ada masalah jadwal perjalanan kereta.,120
"Setelah coba naik dan lewat jembatan tsb, ini mnurut sy bukan salah design. Tp memang keterbatasan area struktur. Untuk kereta bisa berbelok dengan kecepatan menengah harus ada kemiringan rel. Utk buat kemiringan rel agak tidak mungkin krn butuh radius yg lebih lebar. Krn lahan yg sempit maka d buat rel datar tanpa kemiringan, dan tanpa kemiringan maka laju kereta harus pelan. Cmiww.",386
"saat dikritik marah, buzer lngsung nyalak",41
"Wajar lah bangsa negara dunia ketiga, jangankan LRT, tata kota aja ancur beda jauh ama negara maju... wajar di negara dengan tingkat IQ 78, kegoblokan merata dari rakyat sampai pejabat..",186
"Wajar di Bangkok ada juga pas sy pakai bangkok sky train belokan tajem arah siam square, ngurangi kecepatannya jg sampe antara 15-25kmh",135
"Arah harjamukti setelah stasiun cawang lebih lambat lagi, menurut saya flyover kuningan malah lebih baik",104
spill nama enginer / team nya siapa saja nihh....bisa di tuntut nga nih biar ga kebiasaan 😢😢😢,93
"Harusnya lurus ke Semanggi, Slipi, Grogol, Pluit",48
Ini karena tidak menerapkan perhitungan ilmu fisika yg cermat tentang gaya sentrifugal dan sentrifetal,102
Bagus keren,11
"Inget main roller coaster tycoon, klo salah tinggal bongkar 😂",61
Ketika ngajuin yg diliat isi amplopnya bukan desainnya😂,55
"Yaaa kan belok nya kaya gitu yakali kecepatanya tinggi, bisa keluar rel donk.. Udah ga design, cuman mandor, masih aja yak main politisasi kaya gtu 😹😹😹",151
"sebenci2nya saya sama Jokowi harus mengakui bahwa nyali dia untuk mewujudkan pembangunan keren di Indonesia yang selama 80 tahun merdeka baru merasa bangga punya infrastruktur modern, keren dan bermanfaat. kita tunggu aja bacot wamen bisa bikin apa.",249
kereta itu ketika lewat tikungan apalagi tikungan panjang. memang wajib pelan. itu udah aturan setandar kereta api. karena utamakan keselamatan.,144
"Itulah bodohnya insinyur Konoha, termasuk Presidennya kesalahan itu wajar katanya, padahal tehnik bangunan adalah pendidikan eksakta tidak boleh ada kesalahan goblok emang",171
Prestasi salah desain,21
Lrt jakarta atau lrt jabodebek?,31
PERBAIKI PERBAIKI KATA ORANG YANG KATANYA MAU JADI RAKYAT BIASA,63
"Di tehnik itu salah ya salah, perhitungan tehnik kan maximal bkn minimal, kcuali perhitungan ekonomi mungkin bisa",113
WAJAR?!!!!! asu... Cepe2 bikin skripsi yang super sempurna tanpa di bayar.. terus harus lihat 35 triliun ada salah tanpa konsekuensi apapun?!,141
Karena rencana nya cuma di rapatin via wa,41
Biar lambat asalkan selamat 😂,29
Burj khalifah itu juga pertama kali dibangun didunia tapi gak bikin kesalahan.,78
lumrah? apa fungsi tenaga ahli luar negri?,42
Bangun ulang segarusnya bongkar 😢,33
MURI aja elu bangga²in min,26
Masih mending melengkung bisa tetap di lewati walaupun harus menurunkan kecepatan.....coba liat konstruksi jalan layang di India yang viral kemarin di mana sudutnya  siku 90 derajat....apa gak pusing tuh kendaraan yang akan lewat di tikungan tajam 90 derajat tersebut.,268
Solusinya adalah maglev,23
"Narasi dari mana ngawur gini. Itu karena area untuk bikin jembatannya udah gak ada, penuh dengan gedung tinggi. Pas tender pun gak ada vendor2 luar yang sanggup. Yg sanggup malah yg lokal. Cuma memang ya ada limitasinya. Kalau terlalu kencang ya gak bisa karena penopang jembatannya kurang banyak, gak ada area utk bangun.",322
"Makanya segala sesuatunya hrs di perhitungan dgn matang, jangan terburu&quot; hanya popularitas.  Dan akhirnya jadi tdk memuaskan klo mmng sampai ada kesalahan..  Sdh mengeluarkan Anggaran Besar tapi tdk maksimal. <br>Pendapat orang awam...",240
"Dih apaan sih diwajarin, ini baru buat jalur aja  udh begini, gimana buat keretanya....",87
"Ini gampang, hanya tinggal menyesuaikan aja, biasa, ini sdh bagus, gpp masyarakat menilai apapun, kita jalan tarus, mari bergandeng tangan majukan negri ini",156
Harusnya tanggungjawab perencananya 😂,37
Bisa banget admin nya bikin title click bait n menjuruskan hal negatif dr awal,78
"mendadak banyak muncul ahlinya ahli, intinya inti, core of the core..<br><br>alias sotoy.<br><br>jangan gampang menghakimi, jika ilmu yang dimiliki cuma hasil comot sana sini.",175
Aku tetap apresiasi perancangannya..... mereka tetap keren.... jadi saat di tikungan jadi bisa ambil foto kota,110
"Proyek yg fokus mengejar target, biasanya banyak menimbulkan masalah dan penuh resiko.",86
"Itu bukan salah design mas , karena teman saya yg dari perusahaan asing mendapatkan tawaran juga.. <br><br>Giliran kerjaan yang rumit dikasih ke swasta tapi kelanjutan teman saya juga saya tidak tahu,<br>itu lengkungan yg rumit dengan ruang terbatas..😂",252
